id,item_id,invoice_id,quantity,unit_price,created_at,updated_at
1,263408355,1,5,13635,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
2,263453751,1,9,23324,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
3,263564236,1,8,34873,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
4,263504308,1,3,2196,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
5,263458473,1,7,79140,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
6,263499992,1,5,52100,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
7,263549422,1,4,66747,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
8,263543422,1,6,76941,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
9,263430957,2,6,29973,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
10,263558820,2,4,1859,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
11,263416733,2,3,30949,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
12,263428343,2,8,31099,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
13,263455961,3,4,78660,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
14,263532910,3,7,4264,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
15,263425975,3,5,72018,2012-03-27 14:54:09 UTC,2012-03-27 14:54:09 UTC
16,263517238,3,9,72018,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
17,263423833,3,5,46383,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
18,263537002,3,5,78660,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
19,263522430,3,8,48718,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
20,263502370,3,9,72018,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
21,263541826,4,2,42203,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
22,263544726,4,3,37333,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
23,263443591,5,1,66412,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
24,263552298,5,10,49121,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
25,263397843,5,9,32346,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
26,263533612,5,10,73408,2012-03-27 14:54:10 UTC,2012-03-27 14:54:10 UTC
