id,customer_id,merchant_id,status,created_at,updated_at
1,1,12335938,pending,2012-02-14 20:56:56 UTC,2012-02-26 20:56:56 UTC
2,1,12334753,shipped,2012-02-21 06:56:56 UTC,2012-02-26 20:56:56 UTC
3,1,12335955,shipped,2012-02-08 01:56:56 UTC,2012-02-26 20:56:56 UTC
4,1,12334269,pending,2012-02-19 07:56:56 UTC,2012-02-26 20:56:56 UTC
5,1,12335311,pending,2012-02-06 06:56:56 UTC,2012-02-26 20:56:56 UTC
6,1,12334389,pending,2012-02-26 04:56:56 UTC,2012-02-26 20:56:56 UTC
7,1,12335009,pending,2012-02-15 13:56:57 UTC,2012-02-26 20:56:57 UTC
8,1,12337139,shipped,2012-02-20 21:56:57 UTC,2012-02-26 20:56:57 UTC
9,2,12336965,shipped,2012-02-09 18:56:57 UTC,2012-02-26 20:56:57 UTC
10,2,12334839,pending,2012-02-15 18:56:57 UTC,2012-02-26 20:56:57 UTC
11,2,12334771,pending,2012-02-07 12:56:57 UTC,2012-02-26 20:56:57 UTC
12,2,12336617,shipped,2012-02-18 21:56:57 UTC,2012-02-26 20:56:57 UTC
13,3,12335955,shipped,2012-02-18 09:56:57 UTC,2012-02-26 20:56:57 UTC
14,3,12335150,pending,2012-02-11 14:56:57 UTC,2012-02-26 20:56:57 UTC
15,3,12336730,shipped,2012-02-13 15:56:57 UTC,2012-02-26 20:56:57 UTC
16,5,12336113,shipped,2012-02-09 02:56:57 UTC,2012-02-26 20:56:57 UTC
17,5,12334912,pending,2012-02-11 20:56:57 UTC,2012-02-26 20:56:57 UTC
18,5,12334839,shipped,2012-02-06 07:56:57 UTC,2012-02-26 20:56:57 UTC
19,5,12334372,shipped,2012-02-08 17:56:57 UTC,2012-02-26 20:56:57 UTC
20,5,12336163,shipped,2012-02-16 03:56:57 UTC,2012-02-26 20:56:57 UTC
21,5,12336069,shipped,2012-02-08 01:56:57 UTC,2012-02-26 20:56:57 UTC
22,5,12335902,shipped,2012-02-26 08:56:57 UTC,2012-02-26 20:56:57 UTC
23,5,12336652,pending,2012-02-20 00:56:57 UTC,2012-02-26 20:56:57 UTC
24,6,12335989,shipped,2012-02-09 02:56:57 UTC,2012-02-26 20:56:57 UTC
25,6,12334264,returned,2012-02-16 18:56:57 UTC,2012-02-26 20:56:57 UTC
26,6,12335690,shipped,2012-02-25 06:56:57 UTC,2012-02-26 20:56:57 UTC
27,6,12335319,shipped,2012-02-21 23:56:57 UTC,2012-02-26 20:56:57 UTC
28,6,12336161,shipped,2012-02-15 13:56:57 UTC,2012-02-26 20:56:57 UTC
29,7,12334861,shipped,2012-02-19 19:56:57 UTC,2012-02-26 20:56:57 UTC
30,7,12334208,pending,2012-02-25 02:56:57 UTC,2012-02-26 20:56:57 UTC
31,7,12335417,shipped,2012-02-07 06:56:57 UTC,2012-02-26 20:56:57 UTC
32,7,12336821,shipped,2012-02-16 11:56:57 UTC,2012-02-26 20:56:57 UTC
33,8,12334755,shipped,2012-02-11 02:56:57 UTC,2012-02-26 20:56:57 UTC
34,8,12334230,shipped,2012-02-09 01:56:57 UTC,2012-02-26 20:56:57 UTC
35,9,12336163,pending,2012-02-25 23:56:57 UTC,2012-02-26 20:56:57 UTC
36,9,12335345,shipped,2012-02-08 03:56:57 UTC,2012-02-26 20:56:57 UTC
37,9,12334873,returned,2012-02-07 14:56:58 UTC,2012-02-26 20:56:58 UTC
38,9,12335807,pending,2012-02-25 10:56:58 UTC,2012-02-26 20:56:58 UTC
39,9,12335335,shipped,2012-02-22 00:56:58 UTC,2012-02-26 20:56:58 UTC
40,9,12334488,shipped,2012-02-09 14:56:58 UTC,2012-02-26 20:56:58 UTC
41,9,12336592,pending,2012-02-22 05:56:58 UTC,2012-02-26 20:56:58 UTC
42,9,12335659,shipped,2012-02-10 04:56:58 UTC,2012-02-26 20:56:58 UTC
43,9,12334521,shipped,2012-02-23 21:56:58 UTC,2012-02-26 20:56:58 UTC
44,9,12335458,shipped,2012-02-17 02:56:58 UTC,2012-02-26 20:56:58 UTC
45,10,12335778,pending,2012-02-15 19:56:58 UTC,2012-02-26 20:56:58 UTC
46,10,12336837,shipped,2012-02-12 15:56:58 UTC,2012-02-26 20:56:58 UTC
47,10,12336113,shipped,2012-02-22 10:56:58 UTC,2012-02-26 20:56:58 UTC
48,10,12334986,pending,2012-02-21 22:56:58 UTC,2012-02-26 20:56:58 UTC
49,10,12335021,returned,2012-02-14 01:56:58 UTC,2012-02-26 20:56:58 UTC
50,10,12336299,pending,2012-02-23 12:56:58 UTC,2012-02-26 20:56:58 UTC
51,10,12335314,shipped,2012-02-14 22:56:58 UTC,2012-02-26 20:56:58 UTC
52,10,12335941,shipped,2012-02-12 23:56:58 UTC,2012-02-26 20:56:58 UTC
53,11,12335051,shipped,2012-02-24 12:56:58 UTC,2012-02-26 20:56:58 UTC
54,11,12334930,pending,2012-02-21 20:56:58 UTC,2012-02-26 20:56:58 UTC
55,11,12334365,pending,2012-02-26 07:56:58 UTC,2012-02-26 20:56:58 UTC
56,11,12336053,shipped,2012-02-08 23:56:58 UTC,2012-02-26 20:56:58 UTC
57,11,12335805,pending,2012-02-25 04:56:58 UTC,2012-02-26 20:56:58 UTC
58,11,12336225,shipped,2012-02-22 17:56:58 UTC,2012-02-26 20:56:58 UTC
59,11,12335018,shipped,2012-02-11 12:56:58 UTC,2012-02-26 20:56:58 UTC
60,11,12336257,shipped,2012-02-23 06:56:58 UTC,2012-02-26 20:56:58 UTC
61,11,12334364,shipped,2012-02-09 02:56:58 UTC,2012-02-26 20:56:58 UTC
62,12,12334353,returned,2012-02-23 08:56:58 UTC,2012-02-26 20:56:58 UTC
63,12,12335558,shipped,2012-02-19 14:56:58 UTC,2012-02-26 20:56:58 UTC
64,12,12334397,returned,2012-02-13 06:56:58 UTC,2012-02-26 20:56:58 UTC
65,12,12334382,shipped,2012-02-07 03:56:58 UTC,2012-02-26 20:56:58 UTC
66,12,12335105,shipped,2012-02-06 09:56:59 UTC,2012-02-26 20:56:59 UTC
67,12,12336556,shipped,2012-02-21 13:56:59 UTC,2012-02-26 20:56:59 UTC
68,13,12335598,shipped,2012-02-26 16:56:59 UTC,2012-02-26 20:56:59 UTC
69,13,12335591,shipped,2012-02-23 22:56:59 UTC,2012-02-26 20:56:59 UTC
70,13,12334771,shipped,2012-02-10 06:56:59 UTC,2012-02-26 20:56:59 UTC
71,13,12336292,shipped,2012-02-16 14:56:59 UTC,2012-02-26 20:56:59 UTC
72,13,12334553,shipped,2012-02-17 01:56:59 UTC,2012-02-26 20:56:59 UTC
73,13,12336819,pending,2012-02-14 05:56:59 UTC,2012-02-26 20:56:59 UTC
74,14,12334105,returned,2012-02-20 08:56:59 UTC,2012-02-26 20:56:59 UTC
75,14,12334160,shipped,2012-02-26 04:56:59 UTC,2012-02-26 20:56:59 UTC
76,14,12335776,shipped,2012-02-16 21:56:59 UTC,2012-02-26 20:56:59 UTC
77,14,12336289,shipped,2012-02-11 18:56:59 UTC,2012-02-26 20:56:59 UTC
78,14,12335335,pending,2012-02-18 14:56:59 UTC,2012-02-26 20:56:59 UTC
79,15,12335319,pending,2012-02-25 00:56:59 UTC,2012-02-26 20:56:59 UTC
80,15,12336114,pending,2012-02-18 22:56:59 UTC,2012-02-26 20:56:59 UTC
81,16,12334353,shipped,2012-02-20 22:56:59 UTC,2012-02-26 20:56:59 UTC
82,16,12335024,shipped,2012-02-15 15:56:59 UTC,2012-02-26 20:56:59 UTC
83,16,12336536,shipped,2012-02-17 23:56:59 UTC,2012-02-26 20:56:59 UTC
84,16,12334578,shipped,2012-02-25 20:56:59 UTC,2012-02-26 20:56:59 UTC
85,16,12335975,shipped,2012-02-10 23:56:59 UTC,2012-02-26 20:56:59 UTC
86,16,12335941,pending,2012-02-15 21:56:59 UTC,2012-02-26 20:56:59 UTC
87,16,12336739,pending,2012-02-18 17:56:59 UTC,2012-02-26 20:56:59 UTC
88,17,12334713,returned,2012-02-14 23:56:59 UTC,2012-02-26 20:56:59 UTC
89,17,12334986,shipped,2012-02-16 09:56:59 UTC,2012-02-26 20:56:59 UTC
90,17,12334403,returned,2012-02-09 04:56:59 UTC,2012-02-26 20:56:59 UTC
91,18,12336652,shipped,2012-02-25 20:56:59 UTC,2012-02-26 20:56:59 UTC
92,18,12336484,shipped,2012-02-20 11:56:59 UTC,2012-02-26 20:56:59 UTC
93,18,12334857,shipped,2012-02-14 19:56:59 UTC,2012-02-26 20:56:59 UTC
94,19,12335204,shipped,2012-02-19 13:56:59 UTC,2012-02-26 20:56:59 UTC
95,19,12335660,shipped,2012-02-25 11:56:59 UTC,2012-02-26 20:56:59 UTC
96,21,12336867,pending,2012-02-18 04:56:59 UTC,2012-02-26 20:56:59 UTC
97,21,12334155,pending,2012-02-25 23:57:00 UTC,2012-02-26 20:57:00 UTC
98,21,12335165,shipped,2012-02-08 19:57:00 UTC,2012-02-26 20:57:00 UTC
99,21,12335778,pending,2012-02-21 19:57:00 UTC,2012-02-26 20:57:00 UTC
100,21,12334266,shipped,2012-02-18 21:57:00 UTC,2012-02-26 20:57:00 UTC
101,22,12334343,shipped,2012-02-23 10:57:00 UTC,2012-02-26 20:57:00 UTC
102,22,12335345,shipped,2012-02-26 19:57:00 UTC,2012-02-26 20:57:00 UTC
103,22,12337409,pending,2012-02-22 22:57:00 UTC,2012-02-26 20:57:00 UTC
104,22,12335055,pending,2012-02-13 03:57:00 UTC,2012-02-26 20:57:00 UTC
105,22,12335040,returned,2012-02-20 23:57:00 UTC,2012-02-26 20:57:00 UTC
106,22,12334389,shipped,2012-02-16 14:57:00 UTC,2012-02-26 20:57:00 UTC
107,22,12334220,pending,2012-02-22 23:57:00 UTC,2012-02-26 20:57:00 UTC
108,22,12337105,shipped,2012-02-19 17:57:00 UTC,2012-02-26 20:57:00 UTC
109,22,12335329,pending,2012-02-24 04:57:00 UTC,2012-02-26 20:57:00 UTC
110,22,12335105,pending,2012-02-17 16:57:00 UTC,2012-02-26 20:57:00 UTC
111,23,12335545,returned,2012-02-24 17:57:00 UTC,2012-02-26 20:57:00 UTC
112,23,12335677,pending,2012-02-23 13:57:00 UTC,2012-02-26 20:57:00 UTC
113,23,12336748,pending,2012-02-16 06:57:00 UTC,2012-02-26 20:57:00 UTC
114,23,12335860,pending,2012-02-16 12:57:00 UTC,2012-02-26 20:57:00 UTC
115,23,12335955,returned,2012-02-24 19:57:00 UTC,2012-02-26 20:57:00 UTC
116,24,12336299,pending,2012-02-25 23:57:00 UTC,2012-02-26 20:57:00 UTC
117,24,12334488,shipped,2012-02-10 21:57:00 UTC,2012-02-26 20:57:00 UTC
118,24,12336079,shipped,2012-02-24 10:57:00 UTC,2012-02-26 20:57:00 UTC
119,24,12334633,returned,2012-02-10 17:57:00 UTC,2012-02-26 20:57:00 UTC
120,24,12334541,shipped,2012-02-17 17:57:00 UTC,2012-02-26 20:57:00 UTC
121,24,12336867,shipped,2012-02-22 13:57:00 UTC,2012-02-26 20:57:00 UTC
122,24,12335916,shipped,2012-02-15 10:57:00 UTC,2012-02-26 20:57:00 UTC
123,25,12335480,shipped,2012-02-19 07:57:00 UTC,2012-02-26 20:57:00 UTC
124,25,12335018,pending,2012-02-13 15:57:00 UTC,2012-02-26 20:57:00 UTC
125,25,12334303,pending,2012-02-22 19:57:00 UTC,2012-02-26 20:57:00 UTC
126,25,12334807,shipped,2012-02-17 20:57:00 UTC,2012-02-26 20:57:00 UTC
127,26,12335527,pending,2012-02-12 06:57:00 UTC,2012-02-26 20:57:00 UTC
128,26,12335963,shipped,2012-02-10 02:57:00 UTC,2012-02-26 20:57:00 UTC
129,26,12334903,shipped,2012-02-13 04:57:01 UTC,2012-02-26 20:57:01 UTC
130,26,12334846,shipped,2012-02-08 16:57:01 UTC,2012-02-26 20:57:01 UTC
131,26,12335115,shipped,2012-02-19 14:57:01 UTC,2012-02-26 20:57:01 UTC
132,26,12336445,pending,2012-02-21 00:57:01 UTC,2012-02-26 20:57:01 UTC
133,26,12336469,pending,2012-02-08 07:57:01 UTC,2012-02-26 20:57:01 UTC
134,26,12336392,shipped,2012-02-10 19:57:01 UTC,2012-02-26 20:57:01 UTC
135,26,12337163,shipped,2012-02-21 11:57:01 UTC,2012-02-26 20:57:01 UTC
136,27,12334688,pending,2012-02-15 23:57:01 UTC,2012-02-26 20:57:01 UTC
137,28,12334788,returned,2012-02-16 20:57:01 UTC,2012-02-26 20:57:01 UTC
138,28,12336445,returned,2012-02-25 02:57:01 UTC,2012-02-26 20:57:01 UTC
139,28,12334105,pending,2012-02-16 12:57:01 UTC,2012-02-26 20:57:01 UTC
140,28,12335115,pending,2012-02-26 19:57:01 UTC,2012-02-26 20:57:01 UTC
141,29,12334662,shipped,2012-02-22 01:57:01 UTC,2012-02-26 20:57:01 UTC
142,29,12335440,shipped,2012-02-14 21:57:01 UTC,2012-02-26 20:57:01 UTC
143,29,12335938,shipped,2012-02-21 09:57:01 UTC,2012-02-26 20:57:01 UTC
144,29,12335857,shipped,2012-02-12 05:57:01 UTC,2012-02-26 20:57:01 UTC
145,29,12337105,shipped,2012-02-22 13:57:01 UTC,2012-02-26 20:57:01 UTC
146,29,12335544,returned,2012-02-06 20:57:01 UTC,2012-02-26 20:57:01 UTC
147,29,12336801,shipped,2012-02-25 03:57:01 UTC,2012-02-26 20:57:01 UTC
148,29,12335297,pending,2012-02-26 07:57:01 UTC,2012-02-26 20:57:01 UTC
149,29,12335747,returned,2012-02-12 11:57:01 UTC,2012-02-26 20:57:01 UTC
