id,customer_id,merchant_id,status,created_at,updated_at
273,52,12334105,pending,2010-09-14,2013-09-24
274,52,12335009,pending,2001-09-02,2011-05-19
275,53,12336079,pending,2014-05-10,2015-05-13
276,53,12336364,shipped,2000-07-25,2002-08-29
277,53,12334266,pending,2000-09-20,2004-01-18
278,53,12336266,pending,2010-02-13,2014-07-21
279,53,12334213,shipped,2013-10-19,2014-02-27
280,55,12335951,shipped,2001-05-31,2009-06-22
281,55,12336851,pending,2012-04-05,2012-12-15
282,55,12334165,shipped,2003-11-20,2011-04-10
283,55,12337105,returned,2007-07-19,2010-03-21
284,55,12334969,pending,2015-06-29,2015-08-03
285,55,12335227,shipped,2011-11-09,2014-07-28
286,56,12334994,shipped,2011-01-21,2013-05-11
287,56,12336189,shipped,2006-11-01,2008-08-07
288,56,12335417,returned,2008-09-22,2010-06-28
289,56,12334843,shipped,2006-01-15,2006-10-31
290,56,12335467,pending,2008-05-07,2013-03-13
291,57,12335853,returned,2013-03-02,2013-11-02
292,57,12334713,shipped,2004-07-23,2007-11-20
293,57,12336198,shipped,2000-07-09,2002-03-08
294,57,12335387,pending,2011-05-24,2014-04-14
295,58,12334490,shipped,2001-06-14,2013-12-15
296,58,12334863,pending,2000-07-01,2003-03-08
297,58,12334960,pending,2004-03-11,2010-08-23
298,58,12334183,pending,2013-03-17,2013-12-15
299,58,12336222,returned,2005-02-20,2015-12-12
300,58,12336069,returned,2001-06-23,2003-04-17
301,59,12335370,shipped,2007-10-31,2011-06-19
302,59,12334289,shipped,2008-12-28,2009-05-11
303,60,12335776,pending,2010-07-04,2014-09-25
304,60,12337339,shipped,2012-08-20,2013-10-11
305,60,12334261,returned,2014-11-03,2015-03-30
306,60,12334669,shipped,2001-02-22,2012-12-06
307,60,12335602,shipped,2007-09-24,2011-03-15
308,60,12334795,shipped,2015-07-22,2015-07-31
309,60,12334289,returned,2013-10-12,2015-01-11
310,61,12335339,shipped,2001-01-31,2015-05-15
311,62,12334904,shipped,2013-06-01,2015-07-07
312,62,12334324,pending,2015-07-30,2015-08-14
313,62,12334832,shipped,2009-05-24,2013-06-08
314,62,12336294,pending,2007-01-15,2009-01-27
315,62,12335951,shipped,2012-03-25,2013-05-12
316,62,12336445,pending,2010-12-12,2014-11-10
317,62,12334372,shipped,2000-07-24,2004-08-28
318,62,12334348,shipped,2003-07-28,2012-11-13
319,65,12335093,pending,2012-05-02,2012-10-15
320,65,12335807,pending,2007-09-12,2009-09-02
321,65,12334165,shipped,2004-12-22,2005-06-15
322,65,12335254,shipped,2009-04-18,2015-04-16
323,65,12334228,shipped,2004-07-16,2009-12-10
324,65,12336166,shipped,2009-05-15,2015-09-21
325,65,12336079,shipped,2004-04-26,2014-04-13
326,65,12335409,shipped,2010-06-11,2013-05-09
327,65,12334277,shipped,2004-09-07,2008-03-01
328,66,12337193,shipped,2003-09-16,2007-10-01
329,66,12334372,pending,2008-09-21,2011-12-15
330,67,12334867,shipped,2010-01-06,2012-08-26
331,67,12334788,shipped,2003-02-15,2012-02-11
332,68,12334859,shipped,2014-09-21,2015-03-12
333,68,12336545,shipped,2003-07-05,2015-04-30
334,69,12334832,shipped,2007-07-08,2015-01-16
335,69,12335099,pending,2013-09-03,2014-05-25
336,69,12334538,shipped,2009-06-18,2010-04-02
337,69,12335842,shipped,2005-04-11,2011-08-19
338,69,12334303,shipped,2001-11-19,2012-05-23
339,69,12336372,pending,2013-10-25,2014-02-06
340,69,12336050,shipped,2015-06-05,2015-06-14
341,69,12336821,shipped,2008-05-24,2015-11-12
342,70,12334400,pending,2014-12-09,2015-03-29
343,70,12335675,shipped,2011-04-21,2014-04-08
344,70,12334935,pending,2011-05-11,2013-03-24
345,70,12335971,shipped,2005-03-29,2008-07-09
346,70,12335246,shipped,2010-11-29,2015-04-27
347,70,12334538,shipped,2003-06-18,2006-09-07
348,70,12334434,pending,2006-06-26,2011-02-21
349,70,12335677,shipped,2000-09-08,2008-03-23
350,71,12334995,shipped,2014-02-09,2015-05-19
351,71,12334444,shipped,2005-11-16,2007-06-25
352,71,12334284,pending,2001-01-12,2011-10-05
353,71,12336074,pending,2013-07-21,2014-05-20
354,71,12335776,returned,2009-01-24,2011-03-22
355,71,12334389,shipped,2011-05-14,2016-01-01
356,71,12334781,returned,2000-03-03,2001-04-23
357,73,12334843,returned,2014-01-18,2014-03-30
358,73,12334305,shipped,2005-01-16,2005-11-29
359,73,12334372,shipped,2001-11-25,2003-10-12
360,73,12335417,shipped,2009-09-26,2012-08-28
361,73,12337321,shipped,2003-06-06,2007-04-30
362,73,12334768,pending,2005-02-09,2008-10-04
363,74,12334135,shipped,2009-11-09,2015-04-11
364,74,12336114,pending,2006-08-31,2015-05-11
365,74,12334490,shipped,2013-03-03,2014-08-20
366,74,12336421,returned,2011-05-26,2015-05-23
